"","date","median.flow.3monthlag","max.flow.3monthlag","date.of.max.flow.3monthlag","fall.rate.3monthlag","rise.rate.3monthlag","reversals.3monthlag","inflows.3monthlag","inflows.upperqtl.3monthlag","inflows.lowerqtl.3monthlag","minDO.oakcity.3monthlag","minDO.jamesville.3monthlag","days.over.10k.3monthlag","days.over.15k.3monthlag","days.over.20k.3monthlag","days.over.30k.3monthlag","median.flow.2monthlag","max.flow.2monthlag","date.of.max.flow.2monthlag","fall.rate.2monthlag","rise.rate.2monthlag","reversals.2monthlag","inflows.2monthlag","inflows.upperqtl.2monthlag","inflows.lowerqtl.2monthlag","minDO.oakcity.2monthlag","minDO.jamesville.2monthlag","days.over.10k.2monthlag","days.over.15k.2monthlag","days.over.20k.2monthlag","days.over.30k.2monthlag","median.flow.1monthlag","max.flow.1monthlag","date.of.max.flow.1monthlag","fall.rate.1monthlag","rise.rate.1monthlag","reversals.1monthlag","inflows.1monthlag","inflows.upperqtl.1monthlag","inflows.lowerqtl.1monthlag","minDO.oakcity.1monthlag","minDO.jamesville.1monthlag","days.over.10k.1monthlag","days.over.15k.1monthlag","days.over.20k.1monthlag","days.over.30k.1monthlag","median.monthly.flow","max.monthly.flow","date.of.monthly.max.flow","monthly.fall.rate","monthly.rise.rate","monthly.reversals","monthly.inflows","inflows.upperquartile","inflows.lowerquartile","minDO.oakcity","minDO.jamesville","days.over.10k","days.over.15k","days.over.20k","days.over.30k"
"148",1988-09-01,2705,14800,174,1080,1170,14,2483.13333333333,0,1,NA,NA,3,0,0,0,2170,8090,199,40,60,18,3169.61290322581,0,0,NA,NA,0,0,0,0,2310,7220,222,230,820,15,1952.48387096774,0,1,NA,NA,0,0,0,0,2590,9700,258,1060,605,10,2301.16666666667,0,0,NA,NA,0,0,0,0
"149",1988-10-01,2170,8090,199,40,60,18,3169.61290322581,0,0,NA,NA,0,0,0,0,2310,7220,222,230,820,15,1952.48387096774,0,1,NA,NA,0,0,0,0,2590,9700,258,1060,605,10,2301.16666666667,0,0,NA,NA,0,0,0,0,3650,12400,289,1550,1490,17,2533.03225806452,0,0,NA,NA,0,0,0,0
"150",1988-11-01,2310,7220,222,230,820,15,1952.48387096774,0,1,NA,NA,0,0,0,0,2590,9700,258,1060,605,10,2301.16666666667,0,0,NA,NA,0,0,0,0,3650,12400,289,1550,1490,17,2533.03225806452,0,0,NA,NA,0,0,0,0,3665,12200,331,1420,2530,13,4766.56666666667,0,0,NA,NA,1,0,0,0
"151",1988-12-01,2590,9700,258,1060,605,10,2301.16666666667,0,0,NA,NA,0,0,0,0,3650,12400,289,1550,1490,17,2533.03225806452,0,0,NA,NA,0,0,0,0,3665,12200,331,1420,2530,13,4766.56666666667,0,0,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",1989-01-01,3650,12400,289,1550,1490,17,2533.03225806452,0,0,NA,NA,0,0,0,0,3665,12200,331,1420,2530,13,4766.56666666667,0,0,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",1989-02-01,3665,12200,331,1420,2530,13,4766.56666666667,0,0,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",1989-06-01,16400,20800,84,2600,2720,12,15048.2580645161,0,0,NA,NA,28,16,8,0,9495,20600,104,1310,620,11,9841.9,0,0,NA,NA,12,5,4,0,20000,20800,132,200,100,9,16270.3870967742,1,0,NA,NA,28,27,15,0,14800,18600,173,470,1640,8,11600.7333333333,1,0,NA,NA,18,7,0,0
"155",1989-07-01,9495,20600,104,1310,620,11,9841.9,0,0,NA,NA,12,5,4,0,20000,20800,132,200,100,9,16270.3870967742,1,0,NA,NA,28,27,15,0,14800,18600,173,470,1640,8,11600.7333333333,1,0,NA,NA,18,7,0,0,15000,19400,201,2600,1300,9,10079.5483870968,1,0,NA,NA,22,14,0,0
"156",1989-08-01,20000,20800,132,200,100,9,16270.3870967742,1,0,NA,NA,28,27,15,0,14800,18600,173,470,1640,8,11600.7333333333,1,0,NA,NA,18,7,0,0,15000,19400,201,2600,1300,9,10079.5483870968,1,0,NA,NA,22,14,0,0,6390,15600,215,1960,2505,16,6826.64516129032,1,0,NA,NA,7,6,0,0
"157",1989-09-01,14800,18600,173,470,1640,8,11600.7333333333,1,0,NA,NA,18,7,0,0,15000,19400,201,2600,1300,9,10079.5483870968,1,0,NA,NA,22,14,0,0,6390,15600,215,1960,2505,16,6826.64516129032,1,0,NA,NA,7,6,0,0,8315,20300,273,3235,2120,9,9940.56666666667,1,0,NA,NA,10,9,4,0
"158",1989-10-01,15000,19400,201,2600,1300,9,10079.5483870968,1,0,NA,NA,22,14,0,0,6390,15600,215,1960,2505,16,6826.64516129032,1,0,NA,NA,7,6,0,0,8315,20300,273,3235,2120,9,9940.56666666667,1,0,NA,NA,10,9,4,0,1980,4810,288,235,850,15,13552.9032258065,1,0,NA,NA,27,23,8,0
"159",1989-11-01,6390,15600,215,1960,2505,16,6826.64516129032,1,0,NA,NA,7,6,0,0,8315,20300,273,3235,2120,9,9940.56666666667,1,0,NA,NA,10,9,4,0,1980,4810,288,235,850,15,13552.9032258065,1,0,NA,NA,27,23,8,0,4975,12200,324,2370,2470,14,7389.56666666667,1,0,NA,NA,9,1,0,0
"160",1989-12-01,8315,20300,273,3235,2120,9,9940.56666666667,1,0,NA,NA,10,9,4,0,1980,4810,288,235,850,15,13552.9032258065,1,0,NA,NA,27,23,8,0,4975,12200,324,2370,2470,14,7389.56666666667,1,0,NA,NA,9,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",1990-01-01,1980,4810,288,235,850,15,13552.9032258065,1,0,NA,NA,27,23,8,0,4975,12200,324,2370,2470,14,7389.56666666667,1,0,NA,NA,9,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",1990-02-01,4975,12200,324,2370,2470,14,7389.56666666667,1,0,NA,NA,9,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",1990-06-01,11000,19900,82,2900,1720,10,11835.4193548387,0,0,NA,NA,16,14,0,0,15450,20500,110,100,200,11,12953.3333333333,0,0,NA,NA,18,15,11,0,9990,19900,150,400,670,14,14199.6129032258,1,0,NA,NA,15,9,0,0,18950,19500,161,535,500,10,6564.9,0,0,NA,NA,21,17,0,0
"164",1990-07-01,15450,20500,110,100,200,11,12953.3333333333,0,0,NA,NA,18,15,11,0,9990,19900,150,400,670,14,14199.6129032258,1,0,NA,NA,15,9,0,0,18950,19500,161,535,500,10,6564.9,0,0,NA,NA,21,17,0,0,4170,15300,199,1960,1280,12,5554.25806451613,1,0,NA,NA,6,5,0,0
"165",1990-08-01,9990,19900,150,400,670,14,14199.6129032258,1,0,NA,NA,15,9,0,0,18950,19500,161,535,500,10,6564.9,0,0,NA,NA,21,17,0,0,4170,15300,199,1960,1280,12,5554.25806451613,1,0,NA,NA,6,5,0,0,3090,15300,241,595,1445,12,3880.70967741935,0,0,NA,NA,1,1,0,0
"166",1990-09-01,18950,19500,161,535,500,10,6564.9,0,0,NA,NA,21,17,0,0,4170,15300,199,1960,1280,12,5554.25806451613,1,0,NA,NA,6,5,0,0,3090,15300,241,595,1445,12,3880.70967741935,0,0,NA,NA,1,1,0,0,2115,4950,272,100,130,13,2195.23333333333,0,0,NA,NA,0,0,0,0
"167",1990-10-01,4170,15300,199,1960,1280,12,5554.25806451613,1,0,NA,NA,6,5,0,0,3090,15300,241,595,1445,12,3880.70967741935,0,0,NA,NA,1,1,0,0,2115,4950,272,100,130,13,2195.23333333333,0,0,NA,NA,0,0,0,0,18800,20600,282,950,300,16,16270.1612903226,1,0,NA,NA,19,8,5,0
"168",1990-11-01,3090,15300,241,595,1445,12,3880.70967741935,0,0,NA,NA,1,1,0,0,2115,4950,272,100,130,13,2195.23333333333,0,0,NA,NA,0,0,0,0,18800,20600,282,950,300,16,16270.1612903226,1,0,NA,NA,19,8,5,0,8180,15900,328,2585,2210,10,4780.76666666667,0,0,NA,NA,14,10,5,0
"169",1990-12-01,2115,4950,272,100,130,13,2195.23333333333,0,0,NA,NA,0,0,0,0,18800,20600,282,950,300,16,16270.1612903226,1,0,NA,NA,19,8,5,0,8180,15900,328,2585,2210,10,4780.76666666667,0,0,NA,NA,14,10,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",1991-01-01,18800,20600,282,950,300,16,16270.1612903226,1,0,NA,NA,19,8,5,0,8180,15900,328,2585,2210,10,4780.76666666667,0,0,NA,NA,14,10,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",1991-02-01,8180,15900,328,2585,2210,10,4780.76666666667,0,0,NA,NA,14,10,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",1991-06-01,14800,20100,91,4950,2640,11,19046,1,0,NA,NA,22,2,1,0,19950,20300,92,200,250,11,13307.4333333333,1,0,NA,NA,26,20,12,0,9300,9530,130,20,45,14,7734.16129032258,0,0,NA,NA,0,0,0,0,7260,14300,181,440,965,12,4095.66666666667,0,0,NA,NA,2,0,0,0
"173",1991-07-01,19950,20300,92,200,250,11,13307.4333333333,1,0,NA,NA,26,20,12,0,9300,9530,130,20,45,14,7734.16129032258,0,0,NA,NA,0,0,0,0,7260,14300,181,440,965,12,4095.66666666667,0,0,NA,NA,2,0,0,0,2740,8740,213,960,2260,15,3718,0,0,NA,NA,0,0,0,0
"174",1991-08-01,9300,9530,130,20,45,14,7734.16129032258,0,0,NA,NA,0,0,0,0,7260,14300,181,440,965,12,4095.66666666667,0,0,NA,NA,2,0,0,0,2740,8740,213,960,2260,15,3718,0,0,NA,NA,0,0,0,0,2990,8910,241,1040,1550,14,2710.16129032258,0,0,NA,NA,0,0,0,0
"175",1991-09-01,7260,14300,181,440,965,12,4095.66666666667,0,0,NA,NA,2,0,0,0,2740,8740,213,960,2260,15,3718,0,0,NA,NA,0,0,0,0,2990,8910,241,1040,1550,14,2710.16129032258,0,0,NA,NA,0,0,0,0,2045,6260,261,550,20,8,2263,0,0,NA,NA,0,0,0,0
"176",1991-10-01,2740,8740,213,960,2260,15,3718,0,0,NA,NA,0,0,0,0,2990,8910,241,1040,1550,14,2710.16129032258,0,0,NA,NA,0,0,0,0,2045,6260,261,550,20,8,2263,0,0,NA,NA,0,0,0,0,14100,20500,301,100,175,10,1989.58064516129,0,1,NA,NA,0,0,0,0
"177",1991-11-01,2990,8910,241,1040,1550,14,2710.16129032258,0,0,NA,NA,0,0,0,0,2045,6260,261,550,20,8,2263,0,0,NA,NA,0,0,0,0,14100,20500,301,100,175,10,1989.58064516129,0,1,NA,NA,0,0,0,0,9305,20300,309,1375,1695,16,2331.7,0,1,NA,NA,1,0,0,0
"178",1991-12-01,2045,6260,261,550,20,8,2263,0,0,NA,NA,0,0,0,0,14100,20500,301,100,175,10,1989.58064516129,0,1,NA,NA,0,0,0,0,9305,20300,309,1375,1695,16,2331.7,0,1,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",1992-01-01,14100,20500,301,100,175,10,1989.58064516129,0,1,NA,NA,0,0,0,0,9305,20300,309,1375,1695,16,2331.7,0,1,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",1992-02-01,9305,20300,309,1375,1695,16,2331.7,0,1,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",1992-06-01,6940,20400,71,2180,2130,18,8023.58064516129,0,0,NA,NA,12,1,1,0,6930,20500,116,100,120,10,12437,0,0,NA,NA,9,8,8,0,9270,20500,123,145,75,13,6682.64516129032,0,0,NA,NA,5,4,4,0,8875,19900,163,685,2350,12,8743.1,1,0,NA,NA,12,7,0,0
"182",1992-07-01,6930,20500,116,100,120,10,12437,0,0,NA,NA,9,8,8,0,9270,20500,123,145,75,13,6682.64516129032,0,0,NA,NA,5,4,4,0,8875,19900,163,685,2350,12,8743.1,1,0,NA,NA,12,7,0,0,3980,11200,196,3620,1130,16,3492.25806451613,0,0,NA,NA,3,0,0,0
"183",1992-08-01,9270,20500,123,145,75,13,6682.64516129032,0,0,NA,NA,5,4,4,0,8875,19900,163,685,2350,12,8743.1,1,0,NA,NA,12,7,0,0,3980,11200,196,3620,1130,16,3492.25806451613,0,0,NA,NA,3,0,0,0,2650,13900,232,595,680,15,3892.58064516129,0,0,NA,NA,5,0,0,0
"184",1992-09-01,8875,19900,163,685,2350,12,8743.1,1,0,NA,NA,12,7,0,0,3980,11200,196,3620,1130,16,3492.25806451613,0,0,NA,NA,3,0,0,0,2650,13900,232,595,680,15,3892.58064516129,0,0,NA,NA,5,0,0,0,2635,6360,254,770,710,7,3229.53333333333,0,0,NA,NA,0,0,0,0
"185",1992-10-01,3980,11200,196,3620,1130,16,3492.25806451613,0,0,NA,NA,3,0,0,0,2650,13900,232,595,680,15,3892.58064516129,0,0,NA,NA,5,0,0,0,2635,6360,254,770,710,7,3229.53333333333,0,0,NA,NA,0,0,0,0,2190,7350,291,400,530,17,2944.93548387097,0,0,NA,NA,1,0,0,0
"186",1992-11-01,2650,13900,232,595,680,15,3892.58064516129,0,0,NA,NA,5,0,0,0,2635,6360,254,770,710,7,3229.53333333333,0,0,NA,NA,0,0,0,0,2190,7350,291,400,530,17,2944.93548387097,0,0,NA,NA,1,0,0,0,2615,11500,331,1820,760,13,8295.36666666667,1,0,NA,NA,1,0,0,0
"187",1992-12-01,2635,6360,254,770,710,7,3229.53333333333,0,0,NA,NA,0,0,0,0,2190,7350,291,400,530,17,2944.93548387097,0,0,NA,NA,1,0,0,0,2615,11500,331,1820,760,13,8295.36666666667,1,0,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",1993-01-01,2190,7350,291,400,530,17,2944.93548387097,0,0,NA,NA,1,0,0,0,2615,11500,331,1820,760,13,8295.36666666667,1,0,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",1993-02-01,2615,11500,331,1820,760,13,8295.36666666667,1,0,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",1993-06-01,20100,35400,91,100,600,9,36727.2258064516,1,0,NA,NA,31,31,22,2,35100,35300,98,150,100,12,20391.7333333333,1,0,NA,NA,30,30,30,23,9270,20200,126,130,100,14,7911.90322580645,0,0,NA,NA,11,10,6,0,8840,12300,169,90,600,13,4711.1,0,0,NA,NA,4,0,0,0
"191",1993-07-01,35100,35300,98,150,100,12,20391.7333333333,1,0,NA,NA,30,30,30,23,9270,20200,126,130,100,14,7911.90322580645,0,0,NA,NA,11,10,6,0,8840,12300,169,90,600,13,4711.1,0,0,NA,NA,4,0,0,0,3960,12200,189,1800,1145,14,3908.54838709677,0,0,NA,NA,3,0,0,0
"192",1993-08-01,9270,20200,126,130,100,14,7911.90322580645,0,0,NA,NA,11,10,6,0,8840,12300,169,90,600,13,4711.1,0,0,NA,NA,4,0,0,0,3960,12200,189,1800,1145,14,3908.54838709677,0,0,NA,NA,3,0,0,0,2180,5910,244,120,170,12,2235.8064516129,0,0,NA,NA,0,0,0,0
"193",1993-09-01,8840,12300,169,90,600,13,4711.1,0,0,NA,NA,4,0,0,0,3960,12200,189,1800,1145,14,3908.54838709677,0,0,NA,NA,3,0,0,0,2180,5910,244,120,170,12,2235.8064516129,0,0,NA,NA,0,0,0,0,2140,3360,274,90,90,9,2395.9,0,0,NA,NA,0,0,0,0
"194",1993-10-01,3960,12200,189,1800,1145,14,3908.54838709677,0,0,NA,NA,3,0,0,0,2180,5910,244,120,170,12,2235.8064516129,0,0,NA,NA,0,0,0,0,2140,3360,274,90,90,9,2395.9,0,0,NA,NA,0,0,0,0,2910,10400,289,1260,2050,15,2137.96774193548,0,1,NA,NA,0,0,0,0
"195",1993-11-01,2180,5910,244,120,170,12,2235.8064516129,0,0,NA,NA,0,0,0,0,2140,3360,274,90,90,9,2395.9,0,0,NA,NA,0,0,0,0,2910,10400,289,1260,2050,15,2137.96774193548,0,1,NA,NA,0,0,0,0,9055,10200,321,200,960,15,5344.93333333333,0,0,NA,NA,3,0,0,0
"196",1993-12-01,2140,3360,274,90,90,9,2395.9,0,0,NA,NA,0,0,0,0,2910,10400,289,1260,2050,15,2137.96774193548,0,1,NA,NA,0,0,0,0,9055,10200,321,200,960,15,5344.93333333333,0,0,NA,NA,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",1994-01-01,2910,10400,289,1260,2050,15,2137.96774193548,0,1,NA,NA,0,0,0,0,9055,10200,321,200,960,15,5344.93333333333,0,0,NA,NA,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",1994-02-01,9055,10200,321,200,960,15,5344.93333333333,0,0,NA,NA,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",1994-06-01,20100,20300,84,100,100,14,26869.7419354839,1,0,NA,NA,31,31,17,0,20200,25300,99,400,100,13,10827.1,0,0,NA,NA,25,25,21,0,6070,11300,125,40,35,14,5161.58064516129,0,0,NA,NA,1,0,0,0,5320,5490,153,25,20,19,3378.06666666667,0,0,NA,NA,0,0,0,0
"200",1994-07-01,20200,25300,99,400,100,13,10827.1,0,0,NA,NA,25,25,21,0,6070,11300,125,40,35,14,5161.58064516129,0,0,NA,NA,1,0,0,0,5320,5490,153,25,20,19,3378.06666666667,0,0,NA,NA,0,0,0,0,4000,11700,189,195,1010,13,5921.83870967742,1,0,NA,NA,1,0,0,0
"201",1994-08-01,6070,11300,125,40,35,14,5161.58064516129,0,0,NA,NA,1,0,0,0,5320,5490,153,25,20,19,3378.06666666667,0,0,NA,NA,0,0,0,0,4000,11700,189,195,1010,13,5921.83870967742,1,0,NA,NA,1,0,0,0,8490,13600,231,1400,1870,16,5453.58064516129,1,0,NA,NA,10,0,0,0
"202",1994-09-01,5320,5490,153,25,20,19,3378.06666666667,0,0,NA,NA,0,0,0,0,4000,11700,189,195,1010,13,5921.83870967742,1,0,NA,NA,1,0,0,0,8490,13600,231,1400,1870,16,5453.58064516129,1,0,NA,NA,10,0,0,0,2225,7500,259,570,335,7,2707.56666666667,0,0,NA,NA,0,0,0,0
"203",1994-10-01,4000,11700,189,195,1010,13,5921.83870967742,1,0,NA,NA,1,0,0,0,8490,13600,231,1400,1870,16,5453.58064516129,1,0,NA,NA,10,0,0,0,2225,7500,259,570,335,7,2707.56666666667,0,0,NA,NA,0,0,0,0,1620,7570,299,890,1030,16,2381.70967741935,0,0,NA,NA,0,0,0,0
"204",1994-11-01,8490,13600,231,1400,1870,16,5453.58064516129,1,0,NA,NA,10,0,0,0,2225,7500,259,570,335,7,2707.56666666667,0,0,NA,NA,0,0,0,0,1620,7570,299,890,1030,16,2381.70967741935,0,0,NA,NA,0,0,0,0,2160,12000,335,695,200,7,3375.7,0,0,NA,NA,2,0,0,0
"205",1994-12-01,2225,7500,259,570,335,7,2707.56666666667,0,0,NA,NA,0,0,0,0,1620,7570,299,890,1030,16,2381.70967741935,0,0,NA,NA,0,0,0,0,2160,12000,335,695,200,7,3375.7,0,0,NA,NA,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",1995-01-01,1620,7570,299,890,1030,16,2381.70967741935,0,0,NA,NA,0,0,0,0,2160,12000,335,695,200,7,3375.7,0,0,NA,NA,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",1995-02-01,2160,12000,335,695,200,7,3375.7,0,0,NA,NA,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",1995-06-01,8530,8720,68,20,30,13,9027.61290322581,0,0,NA,NA,0,0,0,0,4645,6830,95,40,10,13,3496.53333333333,0,1,NA,NA,0,0,0,0,4550,4700,134,20,25,17,4439.03225806452,0,1,NA,NA,0,0,0,0,9365,19200,182,35,100,13,18133.7666666667,1,0,NA,NA,8,7,0,0
"209",1995-07-01,4645,6830,95,40,10,13,3496.53333333333,0,1,NA,NA,0,0,0,0,4550,4700,134,20,25,17,4439.03225806452,0,1,NA,NA,0,0,0,0,9365,19200,182,35,100,13,18133.7666666667,1,0,NA,NA,8,7,0,0,20600,25300,193,350,400,14,11354.3548387097,1,0,NA,NA,28,28,19,0
"210",1995-08-01,4550,4700,134,20,25,17,4439.03225806452,0,1,NA,NA,0,0,0,0,9365,19200,182,35,100,13,18133.7666666667,1,0,NA,NA,8,7,0,0,20600,25300,193,350,400,14,11354.3548387097,1,0,NA,NA,28,28,19,0,3480,14900,215,705,40,10,3143.16129032258,0,0,NA,NA,3,0,0,0
"211",1995-09-01,9365,19200,182,35,100,13,18133.7666666667,1,0,NA,NA,8,7,0,0,20600,25300,193,350,400,14,11354.3548387097,1,0,NA,NA,28,28,19,0,3480,14900,215,705,40,10,3143.16129032258,0,0,NA,NA,3,0,0,0,2190,7200,257,230,510,10,2253.46666666667,0,0,NA,NA,0,0,0,0
"212",1995-10-01,20600,25300,193,350,400,14,11354.3548387097,1,0,NA,NA,28,28,19,0,3480,14900,215,705,40,10,3143.16129032258,0,0,NA,NA,3,0,0,0,2190,7200,257,230,510,10,2253.46666666667,0,0,NA,NA,0,0,0,0,2350,5500,301,650,460,13,8193.29032258065,1,0,NA,NA,9,0,0,0
"213",1995-11-01,3480,14900,215,705,40,10,3143.16129032258,0,0,NA,NA,3,0,0,0,2190,7200,257,230,510,10,2253.46666666667,0,0,NA,NA,0,0,0,0,2350,5500,301,650,460,13,8193.29032258065,1,0,NA,NA,9,0,0,0,4975,10400,333,2105,1020,13,7102.73333333333,0,0,NA,NA,9,0,0,0
"214",1995-12-01,2190,7200,257,230,510,10,2253.46666666667,0,0,NA,NA,0,0,0,0,2350,5500,301,650,460,13,8193.29032258065,1,0,NA,NA,9,0,0,0,4975,10400,333,2105,1020,13,7102.73333333333,0,0,NA,NA,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",1996-01-01,2350,5500,301,650,460,13,8193.29032258065,1,0,NA,NA,9,0,0,0,4975,10400,333,2105,1020,13,7102.73333333333,0,0,NA,NA,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",1996-02-01,4975,10400,333,2105,1020,13,7102.73333333333,0,0,NA,NA,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",1996-06-01,14200,18500,61,1520,1040,8,11310.2258064516,0,0,NA,NA,17,12,0,0,8595,13800,95,390,50,14,8130.96666666667,0,0,NA,NA,8,0,0,0,9660,12300,137,410,640,6,8707.87096774194,0,0,NA,NA,15,0,0,0,9265,19400,166,135,65,10,7474.83333333333,1,0,NA,NA,11,8,0,0
"218",1996-07-01,8595,13800,95,390,50,14,8130.96666666667,0,0,NA,NA,8,0,0,0,9660,12300,137,410,640,6,8707.87096774194,0,0,NA,NA,15,0,0,0,9265,19400,166,135,65,10,7474.83333333333,1,0,NA,NA,11,8,0,0,3660,11600,195,280,270,14,3680.03225806452,0,0,NA,NA,2,0,0,0
"219",1996-08-01,9660,12300,137,410,640,6,8707.87096774194,0,0,NA,NA,15,0,0,0,9265,19400,166,135,65,10,7474.83333333333,1,0,NA,NA,11,8,0,0,3660,11600,195,280,270,14,3680.03225806452,0,0,NA,NA,2,0,0,0,8450,14600,234,850,600,13,8580.22580645161,1,0,NA,NA,10,0,0,0
"220",1996-09-01,9265,19400,166,135,65,10,7474.83333333333,1,0,NA,NA,11,8,0,0,3660,11600,195,280,270,14,3680.03225806452,0,0,NA,NA,2,0,0,0,8450,14600,234,850,600,13,8580.22580645161,1,0,NA,NA,10,0,0,0,34700,36000,255,600,300,11,29503,1,0,NA,NA,26,25,24,13
"221",1996-10-01,3660,11600,195,280,270,14,3680.03225806452,0,0,NA,NA,2,0,0,0,8450,14600,234,850,600,13,8580.22580645161,1,0,NA,NA,10,0,0,0,34700,36000,255,600,300,11,29503,1,0,NA,NA,26,25,24,13,3220,13700,279,412.5,480,19,7078.38709677419,1,0,NA,NA,21,16,0,0
"222",1996-11-01,8450,14600,234,850,600,13,8580.22580645161,1,0,NA,NA,10,0,0,0,34700,36000,255,600,300,11,29503,1,0,NA,NA,26,25,24,13,3220,13700,279,412.5,480,19,7078.38709677419,1,0,NA,NA,21,16,0,0,8115,13400,309,90,140,19,7332.73333333333,1,0,NA,NA,8,0,0,0
"223",1996-12-01,34700,36000,255,600,300,11,29503,1,0,NA,NA,26,25,24,13,3220,13700,279,412.5,480,19,7078.38709677419,1,0,NA,NA,21,16,0,0,8115,13400,309,90,140,19,7332.73333333333,1,0,NA,NA,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
